Parametri velivolo: 
Valore della massa:' 1043 
Valore apertura alare: 10.92 
Valore della superficie alare: 16.3 
Valore della corda: 1.49 
Valore del Mach di Drag Rise: 0.6 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo z :0 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo y :0 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo y :0 
Angolo tra l'asse di spinta e l'asse x nel piano x-y DTZ [deg] >0 verso DX : 0 
Angolo tra l'asse di spinta e l'asse x nel piano x-z DTY [deg] >0 verso l'alto : 0 
Numero di incidenze per cui sono disponibili i dati: 126 
Rotary derivatives (se è 1--> presenti): 0 
Valore del CG:
Valore di JX: 1272.5 
Valore di JY: 1806.7 
Valore di JZ: 2640.3 
Valore di JXZ: 0 
Opzione posizione baricentro: 0 
Nuova posizione baricentro: 0.25 
Posizione pilota lungo X (rispetto al CG): 0 
Posizione pilota lungo Y (rispetto al CG): 0 
Posizione pilota lungo Z (rispetto al CG): 0 

Parametri Deflection Limits: 
Deflessione MAX elevator: 20 
Deflessione MIN elevator: -20 
Deflessione Ailerons: 20 
Deflessione Rudder: 20 
Deflessione Flap MIN: 40 
Deflessione FLAP MAX: 0 

Parametri Massa Combustibile: 
Opzione massa (0-->costante, 1-->variabile): 1 
Frazione peso di combustibile (MTOW): 0.05 

Steady State Coefficients: 
alfa 	 CX 	 CY 	 CZ 	 Cl 	 Cm 	 Cn 	 
alfa 	 CYB 	 CYBP 	 CYP 	 CYR 	 CYA 	 CYQ 	

 -5 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -4.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -4.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -4.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -4.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -3.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -3.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -3.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -3.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -3 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -2.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -2.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -2.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -2.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -1.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -1.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -1.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -1.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -1 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -0.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -0.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -0.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 -0.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 0 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 0.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 0.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 0.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 0.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 1 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 1.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 1.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 1.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 1.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 2.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 2.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 2.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 2.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 3 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 3.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 3.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 3.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 3.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 4.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 4.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 4.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 4.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 5 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 5.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 5.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 5.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 5.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 6.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 6.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 6.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 6.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 7 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 7.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 7.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 7.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 7.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 8.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 8.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 8.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 8.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 9 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 9.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 9.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 9.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 9.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 10 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 10.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 10.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 10.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 10.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 11 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 11.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 11.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 11.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 11.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 12 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 12.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 12.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 12.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 12.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 13 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 13.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 13.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 13.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 13.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 14 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 14.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 14.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 14.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 14.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 15 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 15.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 15.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 15.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 15.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 16 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 16.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 16.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 16.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 16.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 17 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 17.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 17.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 17.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 17.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 18 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 18.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 18.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 18.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 18.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 19 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 19.2 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 19.4 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 19.6 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 19.8 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
 20 	 -0.31 	 0 	 -0.037 	 0.21 	 0 	 0 	
Z Force Derivatives 
alfa 	 CZALPHA 	 CZAP 	 CZU 	 CZQ 	 CZB 	 CZP 	 CZR 	 

 -5 	 2.53026 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -4.8 	 2.53026 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -4.6 	 1.05224 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -4.4 	 -0.427174 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -4.2 	 -1.90788 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -4 	 -3.38976 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -3.8 	 -4.40746 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -3.6 	 -4.43839 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -3.4 	 -4.4371 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -3.2 	 -4.43581 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -3 	 -4.43452 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -2.8 	 -4.43369 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -2.6 	 -4.43484 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -2.4 	 -4.43612 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -2.2 	 -4.43731 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -2 	 -4.43839 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -1.8 	 -4.43934 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -1.6 	 -4.4399 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -1.4 	 -4.44042 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -1.2 	 -4.44098 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -1 	 -4.44159 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -0.8 	 -4.44226 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -0.6 	 -4.44314 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -0.4 	 -4.44396 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 -0.2 	 -4.44457 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 0 	 -4.44497 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 0.2 	 -4.44516 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 0.4 	 -4.44518 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 0.6 	 -4.44514 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 0.8 	 -4.44503 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 1 	 -4.44486 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 1.2 	 -4.44463 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 1.4 	 -4.44439 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 1.6 	 -4.44428 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 1.8 	 -4.4442 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 2 	 -4.44414 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 2.2 	 -4.4441 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 2.4 	 -4.44395 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 2.6 	 -4.44295 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 2.8 	 -4.44162 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 3 	 -4.44006 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 3.2 	 -4.43827 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 3.4 	 -4.43633 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 3.6 	 -4.43531 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 3.8 	 -4.43462 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 4 	 -4.43396 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 4.2 	 -4.43333 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 4.4 	 -4.43271 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 4.6 	 -4.43076 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 4.8 	 -4.42776 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 5 	 -4.4245 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 5.2 	 -4.42098 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 5.4 	 -4.4172 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 5.6 	 -4.415 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 5.8 	 -4.41534 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 6 	 -4.41591 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 6.2 	 -4.41668 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 6.4 	 -4.41766 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 6.6 	 -4.41718 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 6.8 	 -4.41192 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 7 	 -4.40599 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 7.2 	 -4.39967 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 7.4 	 -4.39295 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 7.6 	 -4.38649 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 7.8 	 -4.38372 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 8 	 -4.3816 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 8.2 	 -4.37951 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 8.4 	 -4.37742 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 8.6 	 -4.37532 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 8.8 	 -4.37247 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 9 	 -4.36931 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 9.2 	 -4.36609 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 9.4 	 -4.36282 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 9.6 	 -4.35949 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 9.8 	 -4.35641 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 10 	 -4.35351 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 10.2 	 -4.3506 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 10.4 	 -4.34766 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 10.6 	 -4.34469 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 10.8 	 -4.34041 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 11 	 -4.33394 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 11.2 	 -4.32722 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 11.4 	 -4.32029 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 11.6 	 -4.31315 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 11.8 	 -4.30683 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 12 	 -4.30382 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 12.2 	 -4.30116 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 12.4 	 -4.29859 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 12.6 	 -4.29612 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 12.8 	 -4.29267 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 13 	 -4.28121 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 13.2 	 -4.26688 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 13.4 	 -4.25106 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 13.6 	 -4.23378 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 13.8 	 -4.20086 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 14 	 -3.85573 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 14.2 	 -3.38473 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 14.4 	 -2.91569 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 14.6 	 -2.44865 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 14.8 	 -1.98385 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 15 	 -1.65754 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 15.2 	 -1.44859 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 15.4 	 -1.24069 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 15.6 	 -1.03386 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 15.8 	 -0.828096 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 16 	 -0.614274 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 16.2 	 -0.384089 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 16.4 	 -0.15354 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 16.6 	 0.0769943 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 16.8 	 0.307498 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 17 	 0.705962 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 17.2 	 1.73446 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 17.4 	 2.81974 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 17.6 	 3.90116 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 17.8 	 4.97862 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 18 	 6.31633 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 18.2 	 9.90875 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 18.4 	 14.0058 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 18.6 	 18.0886 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 18.8 	 22.157 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 19 	 26.0314 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 19.2 	 24.4056 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 19.4 	 20.2002 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 19.6 	 16.0065 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 19.8 	 11.8246 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
 20 	 7.65504 	 -1.7 	 0 	 -3.9 	 0 	 0 	 0 	
Rolling Moment Derivatives 
alfa 	 ClB 	 ClBP 	 ClP 	 ClR 	 ClA 	 ClQ 	

 -5 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -4.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -4.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -4.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -4.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -3.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -3.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -3.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -3.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -3 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -2.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -2.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -2.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -2.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -1.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -1.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -1.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -1.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -1 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -0.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -0.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -0.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 -0.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 0 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 0.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 0.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 0.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 0.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 1 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 1.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 1.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 1.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 1.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 2.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 2.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 2.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 2.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 3 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 3.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 3.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 3.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 3.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 4.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 4.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 4.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 4.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 5 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 5.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 5.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 5.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 5.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 6.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 6.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 6.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 6.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 7 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 7.2 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 7.4 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 7.6 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 7.8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
 8 	 -0.089 	 0 	 -0.47 	 0.096 	 0 	 0 	
